,Story_ID,Emotion_Category,Rating_o,Rating_1,Rating_2,Rating_3
366,Arnold H 0.0,disgust,5.946875,6.214285714,6.633333333,6.02
367,Arnold H 0.0,disgust,5.946875,6.214285714,6.633333333,3.175
368,Arnold H 0.0,disgust,5.946875,6.285714286,6.533333333,5.175
369,Arnold H 0.0,disgust,5.946875,6.285714286,3.925,0.525
370,Arnold H 0.0,disgust,5.946875,6.285714286,6.4,5.65
371,Arnold H 0.0,disgust,5.946875,6.285714286,6.4,5.725
372,Arnold H 0.0,disgust,5.946875,4.04,0.166666667,1.85
373,Arnold H 0.0,disgust,5.946875,4.04,0.166666667,3.175
374,Arnold H 0.0,disgust,5.946875,4.04,6.866666667,6.675
375,Arnold H 0.0,disgust,5.946875,4.04,5.733333333,5.95
376,Arnold H 0.0,disgust,5.946875,5.4,6.2,6.325
377,Arnold H 0.0,disgust,5.946875,5.4,4.633333333,6.0
378,Arnold H 0.0,disgust,5.946875,5.183333333,5.875,5.76
379,Arnold H 0.0,disgust,5.946875,5.183333333,4.066666667,6.15
380,Arnold H 0.0,disgust,5.946875,5.183333333,6.166666667,6.075
381,Arnold H 0.0,disgust,5.946875,6.52,6.166666667,4.3
382,Arnold H 0.0,disgust,5.946875,6.52,5.533333333,6.1
383,Arnold H 0.0,disgust,5.946875,6.366666667,6.133333333,6.06
384,Arnold H 0.0,disgust,5.946875,6.366666667,7.0,6.275
385,Arnold H 0.0,disgust,5.946875,5.8,0.2,1.25
386,Arnold H 0.0,disgust,5.946875,5.8,0.166666667,0.0
387,Arnold H 0.0,disgust,5.946875,5.8,6.2,5.725
388,Arnold H 0.0,disgust,5.946875,5.516666667,6.275,6.175
389,Arnold H 0.0,disgust,5.946875,5.516666667,6.275,5.35
390,Arnold H 0.0,disgust,5.946875,5.516666667,0.0,0.65
391,Arnold H 0.0,disgust,5.946875,5.516666667,6.033333333,0.025
392,Arnold H 0.0,disgust,5.946875,5.466666667,7.0,4.7
