3.683870968,0.533333333,0.05,0.0
3.683870968,3.916666667,1.3,4.625
3.683870968,2.42,1.05,0.86
3.683870968,3.26,3.425,2.85
3.683870968,3.94,3.075,4.45
3.683870968,4.428571429,4.8,5.575
3.683870968,2.16,1.1,3.6
3.683870968,4.52,2.9666666669999997,4.55
3.683870968,4.266666667,4.0,4.95
3.683870968,2.483333333,2.025,0.125
3.683870968,2.16,1.066666667,3.025
3.683870968,3.94,3.95,3.775
3.683870968,4.52,4.633333333,5.825
3.683870968,2.483333333,0.033333333,0.675
3.683870968,1.0,1.5666666669999998,1.425
3.683870968,2.316666667,2.7,4.875
3.683870968,1.58,0.8,1.875
3.683870968,3.62,6.15,3.3
3.683870968,1.58,5.533333333,4.4
3.683870968,2.16,0.433333333,0.425
3.683870968,3.2166666669999997,0.0,0.6
3.683870968,0.471428571,0.0,0.0
3.683870968,2.516666667,0.4,0.12
3.683870968,4.56,3.566666667,3.625
3.683870968,0.24,0.1,0.05
3.683870968,2.516666667,3.25,5.025
3.683870968,4.933333333,6.7,0.0
3.683870968,3.62,0.133333333,0.925
3.683870968,2.516666667,3.1,1.25
3.683870968,0.2,1.35,1.475
3.683870968,4.56,1.8666666669999998,0.925
3.683870968,0.28,0.0,0.0
3.683870968,3.2166666669999997,3.333333333,1.45
3.683870968,0.7666666670000001,0.0,0.0
3.683870968,1.0,1.1,0.875
3.683870968,4.266666667,1.4,1.65
3.683870968,3.86,4.866666667,6.25
3.683870968,1.96,4.333333333,3.275
3.683870968,0.7666666670000001,1.266666667,1.025
3.683870968,1.76,1.8666666669999998,0.725
3.683870968,2.316666667,4.333333333,2.175
3.683870968,0.533333333,2.0333333330000003,0.0
3.683870968,1.58,2.333333333,5.0
3.683870968,2.175,2.275,4.375
3.683870968,0.7666666670000001,0.0,0.5
3.683870968,3.62,6.15,4.666666667
3.683870968,2.42,0.75,0.25
3.683870968,0.28,0.0,0.225
3.683870968,2.175,0.333333333,0.48
3.683870968,0.533333333,0.46666666700000003,1.95
3.683870968,0.471428571,0.666666667,0.05
3.683870968,1.76,3.6,1.975
3.683870968,2.16,1.1,2.675
3.683870968,0.24,0.875,1.5
3.683870968,2.175,0.333333333,0.875
3.683870968,3.916666667,4.85,3.925
3.683870968,3.94,4.775,4.15
3.683870968,3.86,3.233333333,1.26
3.683870968,4.428571429,4.866666667,1.0
3.683870968,0.2,0.0,0.0
3.683870968,4.933333333,2.766666667,3.95
3.683870968,4.46,1.1,1.6
3.683870968,0.2,0.0,0.5
3.683870968,4.46,3.6,4.5
3.683870968,0.24,1.2,1.525
3.683870968,2.42,0.0,1.2
3.683870968,1.96,1.333333333,1.775
3.683870968,4.46,4.0,4.425
3.683870968,2.175,0.625,0.625
3.683870968,2.42,0.75,0.4
3.683870968,3.62,0.6333333329999999,0.675
3.683870968,4.933333333,5.8666666670000005,4.525
